,title,extracted_keyword_sent,selected
982,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,"while reasonable results are obtained, these deep clustering-based
methods still suffer difficulties: (i) poor segmentation of the regions between
adjacent nuclei.",
983,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,"deep clustering-based methods experience difficulties in dealing with
these regions due to the lack of supervision.",
984,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,"this phenomenon offers valuable
information for networks to use but the current clustering models do not take
this into account.to address the above issues and motivated by the iiss
property, we hereby propose a novel self-similarity-driven segmentation network
(ssimnet) for unsupervised nuclei segmentation.",
985,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,"to evaluate the effectiveness of ssimnet, we compare it with several deep
learning based and conventional unsupervised segmentation methods on the
mentioned datasets, including minibatch k-means (termed as mkmeans), gaussian
mixture model [9] (termed as gmm), invariant information clustering [12] (termed
as iic), double dip [18], deep clustering via adaptive gmm model [19] (termed as
dcagmm), deep image clustering [13] (termed as dic), kim's work [20], kanezaki's
work [11], deep conditional gmm [14] (termed as dcgmm), and deep constrained
gaussian network [15] (termed as dcgn).for the methods without public codes, we
report the results from the original publications for a fair comparison.",
986,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,"in this study, we
introduce a novel approach called triangular analysis of geographical interplay
of lymphocytes (triangil), representing a unique and interpretable way to
characterize the distribution, and higher-order interaction of various cell
families (e.g., cancerous cells, stromal cells, lymphocyte subtypes) across
digital histopathology slides.",
987,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,"instead of measuring only simple two-by-two relations between
cells, it seeks to identify triadic spatial relations (hyperedges [18,20] have
shown great capabilities in solving complex problems in the biomedical field,
these tend to be black-box in nature.",
988,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,"by
focusing on every set, triangil allows for capturing higher-order and balanced
spatial triadic relationships [4] between cell families, while keeping the
computational complexity relatively low.",
989,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,"we presented a new approach, triangular analysis of geographical interplay of
lymphocytes (triangil), to quantitatively chartacterize the spatial arrangement
and relative geographical interplay of multiple cell families across
pathological images.",
990,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"this presents a challenge,
as some disease variants are extremely rare, making visual identification
difficult.",
991,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"in recent years, deep learning methods have aimed to alleviate this
problem by designing discriminative frameworks that aid diagnosis [15,28].",
992,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"as such, generative models can be sampled to emphasize each
disease subtype equally and generate more balanced datasets, thus preventing
dataset biases getting amplified by the models [7].",
993,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"however,
gans suffer from problems of frequent mode collapse and overfitting their
discriminator [29].",
994,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"it is also challenging to capture long-tailed distributions
and synthesize rare samples from imbalanced datasets using gans.",
995,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"a common issue in deep learning with h&e stained histopathology slides is the
visual bias introduced by variations in the staining protocol and the raw
materials of chemicals leading to different colors across slides prepared at
different labs [1].",
996,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"as such, several stain-normalization methods have been
proposed to tackle this issue by normalizing all the tissue samples to mimic the
stain distribution of a given target slide [17,23,26].",
997,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,"epithelial cells are most difficult to generate in a
convincing manner, however, we can see that model is able to capture the nuances
well and generates accurate chromatin distributions.",
998,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,"[17] constructed an additional segmentation task to provide the
dose prediction task with essential anatomical knowledge.although the above
methods have achieved good performance in predicting dose distribution, they
suffer from the over-smoothing problem.",
999,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,"unlike other dl models, the
diffusion model is trained without any extra assumption about target data
distribution, thus evading the average effect and alleviating the over-smoothing
problem [24].",
1000,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,"by
incorporating the anatomical information, the noise predictor can be aware of
the dose constraints among ptv and oars, thus distributing more appropriate dose
to them and generating more accurate dose distribution maps.overall, the
contributions of this paper can be concluded as follows: (1) we propose a novel
diffusion-based model for dose prediction in cancer radiotherapy to address the
over-smoothing issue commonly encountered in existing dl-based dose prediction
methods.",
