title,authors,page_numbers,doi,publication_year,vol_number,paper_id,path,extracted_sentence,extracted_sents_keywords
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"mesoscopic ﬂuorescence lifetime imaging (flim) of tissue
ﬂuorophores (i.e., collagen and metabolic co-factors nadh and fad) emission
has demonstrated the potential to demarcate the extent of head and neck cancer
in patients undergoing surgical procedures of the oral cavity and the orophar-
ynx.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"here, we demonstrate the ﬁrst label-free flim-based classiﬁcation using a
novelty detection model to identify residual cancer in the surgical cavity of the
oropharynx.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"the results indicate that the flim-based classiﬁcation model
can identify residual cancer by directly imaging the surgical cavity, potentially
enabling intraoperative surgical guidance for tors.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"https://doi.org/10.1007/978-3-031-43996-4_56
588
m. a. hassan et al.
1
introduction
residual tumor in the cavity after head and neck cancer (hnc) surgery is a signiﬁcant
concern as it increases the risk of cancer recurrence and can negatively impact the
patient’s prognosis","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"these approaches are error-prone
and can result in psms and a higher risk of cancer recurrence [7].","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"due to the sensitivity of these
ﬂuorophores to their microenvironment, the presence of tumor changes their emission
properties (i.e., intensity and lifetime characteristics) relative to healthy tissue, thereby
enabling the optical detection of cancer","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"to address the technical challenge of highly
imbalanced label distribution and the need for intraoperative real-time cavity imaging,
we developed an intraoperative flim guidance model to identify residual tumors by
classifying residual cancer as anomalies.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"flim-based in vivo classiﬁcation of residual cancer
589
fig.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"the red annotations correspond to cancer labels, and the green annotations
correspond to healthy.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"patients
tissue label
no. flim points
clear margin
19
healthy
170,535
psm
3
cancer
2,451
flim data was acquired using the da vinci sp robotic surgical platform.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"upon completing
the scan, the surgeon proceeded with en bloc excision of the tissue suspected of cancer.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"flim-based in vivo classiﬁcation of residual cancer
591
thereafter, the labels were spatially registered in vivo within the surgical cavity.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"[21].
592
m. a. hassan et al.
2.5
classiﬁer training and evaluation
the novelty detection model used for detecting residual cancer is evaluated at the point-
measurement level to assess the diagnostic capability of the method over an entire tissue
surface.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"the testing data
contained both healthy and residual cancer labels.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"the inter-
polation consists of ﬁtting a disk to the segmented aiming beam pixel location for each
point measurement and applying a color map (e.g., green: healthy and red: cancer) for
each point prediction.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"3
results
table 2 tabulates the classiﬁcation performance comparison of novelty detection models
for classifying residual cancer vs. healthy on in vivo flim scans in the cavity.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"the gods uses two separating hyperplanes to minimize the distance between the
two classiﬁers by learning a low-dimensional subspace containing flim data properties
flim-based in vivo classiﬁcation of residual cancer
593
table 2. classiﬁcation performance comparison of novelty detection models for classifying resid-
ual cancer vs. healthy on in vivo flim scans in the cavity, mean (sd).","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"surgeons aim to achieve
negative margins, meaning the absence of cancer cells at the edges of the tissue removed
during surgery.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"the novelty detection model generalizes to the healthy labels and considers data
falling off the healthy distribution as residual cancer.","ν denote a penalty factor on
these soft constraints, and b is the biases."
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"flim-based in vivo classiﬁcation of residual cancer
595
5","ν denote a penalty factor on
these soft constraints, and b is the biases."
FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,"Mohamed A. Hassan, Brent Weyers, Julien Bec, Jinyi Qi, Dorina Gui, Arnaud Bewley et al.",587-596,10.1007/978-3-031-43996-4_56,2023,9,62,miccai23vol4/paper_15.pdf,"1(b), the intensity values vs.
spectral bands for the local positive (cancer) area and negative (normal) area
are highly correlated.",None
Factor Space and Spectrum for Medical Hyperspectral Image Segmentation,"Boxiang Yun, Qingli Li, Lubov Mitrofanova, Chunhua Zhou, Yan Wang",152-162,10.1007/978-3-031-43901-8_15,2023,4,63,miccai23vol3/paper_37.pdf,"keywords: personalized diagnosis · federate learning · mobile-based
diagnosis · skin cancer
k. lee and h. lee—contributed equally.","furthermore, in this work, we collected
skin images through the tertiary referral hospital under the approval of the
institutional review board (irb no. 1908-161-1059) and obtained images with
the consent of the subjects according to the principles of the declaration of
helsinki from 51 patients and subjects."
Fine-Tuning Network in Federated Learning for Personalized Skin Diagnosis,"Kyungsu Lee, Haeyun Lee, Thiago Coutinho Cavalcanti, Sewoong Kim, Georges El Fakhri, Dong Hun Lee et al.",378-388,10.1007/978-3-031-43898-1_37,2023,3,64,miccai23vol9/paper_66.pdf,,None
FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,"Soorena Salari, Amirhossein Rasoulian, Hassan Rivaz, Yiming Xiao",689-698,10.1007/978-3-031-43996-4_66,2023,9,65,miccai23vol3/paper_57.pdf,"keywords: focal transformer · prostate segmentation · computed
tomography · boundary-aware
1
introduction
prostate cancer is a leading cause of cancer-related deaths in adult males, as
reported in studies, such as [17].","despite good progress,
these methods often have limitations in capturing long-range relationships and
global context information [2] due to the inherent bias of convolutional opera-
tions."
FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,"Soorena Salari, Amirhossein Rasoulian, Hassan Rivaz, Yiming Xiao",689-698,10.1007/978-3-031-43996-4_66,2023,9,65,miccai23vol3/paper_57.pdf,"keywords: focal transformer · prostate segmentation · computed
tomography · boundary-aware
1
introduction
prostate cancer is a leading cause of cancer-related deaths in adult males, as
reported in studies, such as [17].","finally, a relative position
bias is added to compute the focal sa for qi by
attention(qi, ki, vi) = softmax(qikt
i
√
d
+ b)vi,
where b = {bl}l
1 is the learnable relative position bias [24]."
FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"Chengyin Li, Yao Qiang, Rafi Ibn Sultan, Hassan Bagher-Ebadian, Prashant Khanduri, Indrin J. Chetty et al.",592-602,10.1007/978-3-031-43898-1_57,2023,3,66,miccai23vol9/paper_10.pdf,"[5]
simula
5704
875940
gastroscope
barrett’s oesophagus, polyp, cancer
kvasir-capsule","to develop the foundation model,
we construct a large-scale endoscopy video dataset by combining 9 pub-
licly available datasets and a privately collected dataset from baoshan
branch of renji hospital in shanghai, china."
