title,extracted_keyword_sent
Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,"we employ the noise-contrastive
estimation framework [6] to maximize the mutual information, which is a
contrastive learning framework:where s(i, p v ) evaluates the correlation
between multi-view fused representations and single-view representations
[17]:where n (i) is a reconstruction of p v generated by a fully connected
network n from i and the euclidean norm || • || 2 is applied to obtain
unit-length vectors.in contrastive learning, we consider the same patient
mammograms as positive samples and those from different patient mammograms in
the same batch p i v = p v \{p i v } as negative samples [17]."
Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,"minimizing the
similarity between the same patient mammograms enables the model to learn shared
features."
Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,"maximizing the dissimilarity between different patient mammograms
enhances the model's robustness.in short, we require the fusion representation i
to reversely reconstruct multiview representations p v so that more
view-invariant information can be passed to i."
CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,"(2) aapm-mayo clinic low-dose ct ""grand challenge"" dataset,
a publicly available grand challenge dataset consisting of 5,936 abdominal ct
images from 10 patient cases reconstructed at 1.0 mm slice thickness."
CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,"images from eight patient cases were used for training, and two cases were
reserved for validation."
Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,none
DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,"each dataset is randomly
split into training, validation, and testing sets at the patient level in an
8:1:1 ratio, respectively (except for that inbreast which is split with a ratio
of 6:2:2, to keep enough normal samples for the test).table 1."
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,"thus, early detection of kidney tumors can
help to improve patient's prognosis."
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,"while this method demonstrated high sensitivity (95%), its false
positives per patient remained high (15 false positives per patient)."
Skin Lesion Correspondence Localization in Total Body Photography,"however, establishing skin
lesion correspondences across multiple scans from different patient visits has
not been well investigated in the context of full-body imaging.several
techniques have been proposed to match skin lesions across pairs of 2d images
[9][10][11][12][13][14]16,17,25]."
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,"inducing this kind of
soft tissue deformation ultimately led to improved model performance in
patient-and lesion-level pca detection on an independent test set."
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,"we apply
either our proposed transformation to the rectum or the bladder, random
deformable or no transformation in randomly selected exams and conduct a strict
turing test with clinicians having different levels of radiology expertise (a
freshly graduated clinician (c.e.) and resident radiologists (c.m., k.s.z.), 1.5
-3 years of experience in prostate mri) to determine if they can notice the
artificial deformation.finally, we quantify the effect of our proposed
transformation on the clinical task of patient-level pca diagnosis and
lesion-level pca detection."
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,"to consider clinically informative results, we
use the partial area under the receiver operating characteristic (pauroc) for
patient-level evaluation with the sensitivity threshold of 78.75%, which is 90%
of the sensitivity of radiologists for pi-rads ≥ 4."
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,"every patient
underwent extended systematic and targeted mri trans-rectal ultrasound-fusion
transperineal biopsy."
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,"in table 1 we summarize the patient-level pauroc and f 1 -scores; and
lesion-level froc results on the independent test set showing the advantage of
using anatomy-informed da."
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,"extending the basic da scheme with the proposed anatomy-informed deformation not
only increased the sensitivity closely matching the radiologists' patient-level
diagnostic performance but also improved the detection of pca on a lesion level."
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,"interestingly, while the use of random deformable transformation also improved
lesion-level performance, it did not approach the diagnostic performance of the
radiologists, unlike the anatomy-informed da.at the selected patient-and
object-level working points, the model with the proposed rectum-and
bladder-informed da scheme reached the best results with significant
improvements (p < 0.05) compared to the model with the basic da setting by
increasing the f 1 -score with 5.11% and identifying 4 more lesions (5.3%) from
the 76 lesions in our test set.the time overhead introduced by anatomy-informed
augmentation caused no increase in the training time, the gpu remained the main
bottleneck."
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,"ex-vivo: data is collected from fresh breast tissue samples from the patients
referred to bcs at kingston health sciences center over two years."
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,"the study is
approved by the institutional research ethics board and patients consent to be
included."
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,"in total 51 cancer and 149 normal spectra are collected and
stratified into five folds (4 for cross validation and 1 prospectively) with
each patient restricted to one fold only."
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,"to demonstrate the robustness of the model and ensure it is not
overfitting, we also report the performance of the ensemble model from the
4-fold cross validation study on the 5th unseen prospective test fold.clinical
relevance: hormone receptor status plays an important role in determining breast
cancer prognosis and tailoring treatment plans for patients [6]."
Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,"recent works have shown that automatic classification of af sub-types can be
done using ct volumes of the left atrium and surrounding eat, which can be used
to screen for patients with high risk of peaf."
Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,"to
summarize our key contributions: -we propose a novel radiomics-informed deep
learning (ridl) method for af sub-type classification from ct volumes, which
achieves state-of-the-art results and can be used to screen for patients with
high risk of peaf."
Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,"we use a dataset of 172 patients containing 94 paaf and 78 peaf cases
collected from the sun yat-sen memorial hospital in china."
Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,"overall, our method is a novel
way of combining radiomic and deep learning approaches, and can be used to
improve accuracy of peaf screening from ct volumes for better preventive care of
high-risk patients."
Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,"early detection of breast cancer allows patients to receive timely
treatment, which may have less burden and a higher probability of survival [6]."
